App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
Golden Dictionary (EN-AR),BOOKS_AND_REFERENCE,4.4,51269,6.1,"1,000,000",Free,0,Everyone,Books & Reference,19-Jul-18,7.0.4.6,4.2
All Language Translator Free,BOOKS_AND_REFERENCE,4.4,30105,2.1,"1,000,000",Free,0,Everyone,Books & Reference,29-Jul-18,1.15,4.0.3 
Azpen eReader,BOOKS_AND_REFERENCE,3.5,156,42,"500,000",Free,0,Everyone,Books & Reference,15-Feb-18,3.1.7.9,2.2
URBANO V 02 instruction manual,BOOKS_AND_REFERENCE,0,114,7.3,"100,000",Free,0,Everyone,Books & Reference,7-Aug-15,1.1,5.1
English Dictionary - Offline,BOOKS_AND_REFERENCE,4.4,341157,30,"10,000,000",Free,0,Everyone 10+,Books & Reference,20-Mar-18,3.9.1,4.2
Visual Voicemail by MetroPCS,BUSINESS,4.1,16129,0,"10,000,000",Free,0,Everyone,Business,30-Jul-18,0,0
Indeed Job Search,BUSINESS,4.3,674730,0,"50,000,000",Free,0,Everyone,Business,21-May-18,0,0
Uber Driver,BUSINESS,4.4,1254730,0,"10,000,000",Free,0,Everyone,Business,3-Aug-18,0,0
ADP Mobile Solutions,BUSINESS,4.3,85185,29,"5,000,000",Free,0,Everyone,Business,17-Jul-18,3.4.2,5
Snag - Jobs Hiring Now,BUSINESS,4.3,32584,0,"1,000,000",Free,0,Everyone,Business,4-May-18,0,0
Docs To Go™ Free Office Suite,BUSINESS,4.1,217730,0,"50,000,000",Free,0,Everyone,Business,2-Apr-18,0,0
Google My Business,BUSINESS,4.4,70991,0,"5,000,000",Free,0,Everyone,Business,24-Jul-18,2.19.0.204537701,4.4
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002861,35,"100,000,000",Free,0,Everyone,Business,2-Aug-18,9.7.14188,4.1
USPS MOBILE®,BUSINESS,3.9,16589,9.1,"1,000,000",Free,0,Everyone,Business,14-Jun-18,4.9.10,4.0.3 
Job Search by ZipRecruiter,BUSINESS,4.8,148945,25,"1,000,000",Free,0,Everyone,Business,19-Jul-18,5.2.8,5
Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4.5,4458,3.9,"500,000",Free,0,Everyone,Business,8-Jul-18,3.3,4.1
Google Primer,BUSINESS,4.4,62272,18,"10,000,000",Free,0,Everyone,Business,26-Jun-18,3.550.2,4.1
Alba Heaven - Alvarez Job Portal Services,BUSINESS,4,8941,12,"5,000,000",Free,0,Everyone,Business,31-Jul-18,4.6.30,4.0.3 
SuperLivePro,BUSINESS,4.3,46353,21,"1,000,000",Free,0,Everyone,Business,13-Apr-16,2.8,1.5
Facebook Pages Manager,BUSINESS,4,1279184,0,"50,000,000",Free,0,Everyone,Business,2-Aug-18,0,0
OfficeSuite Pro + PDF (Trial),BUSINESS,4.2,88073,0,"10,000,000",Free,0,Everyone,Business,9-Jul-18,0,0
My Space - Employment Center,BUSINESS,4.5,67000,0,"1,000,000",Free,0,Everyone,Business,17-Jul-18,0,4.3
Box,BUSINESS,4.2,159872,0,"10,000,000",Free,0,Everyone,Business,31-Jul-18,0,0
Polaris Office for LG,BUSINESS,4.2,30847,55,"5,000,000",Free,0,Everyone,Business,8-Feb-18,7.3.21,4.1
Call Blocker,BUSINESS,4.6,188841,3.2,"5,000,000",Free,0,Everyone,Business,21-Jun-18,1.1.13,4
Jobs in Alabama - Jobs in Alba,BUSINESS,4.1,11622,0,"5,000,000",Free,0,Everyone,Business,26-Jul-18,0,0
Square Point of Sale - POS,BUSINESS,4.6,95912,0,"5,000,000",Free,0,Everyone,Business,30-Jul-18,0,0
Kariyer.net,BUSINESS,3.9,45964,16,"1,000,000",Free,0,Everyone,Business,18-Jul-18,5.1.5,4.1
SEEK Job Search,BUSINESS,4.3,14955,0,"1,000,000",Free,0,Everyone,Business,30-Jul-18,0,0
Become a Job - Find a job or advertise,BUSINESS,4.1,6903,14,"1,000,000",Free,0,Everyone,Business,10-Jul-18,2.3.6,4.1
ZOOM Cloud Meetings,BUSINESS,4.4,31614,37,"10,000,000",Free,0,Everyone,Business,20-Jul-18,4.1.28165.0716,4
Easy Installer - Apps On SD,BUSINESS,4.1,23055,0,"5,000,000",Free,0,Everyone,Business,8-Jun-18,0,0
Facebook Ads Manager,BUSINESS,4.1,19023,0,"1,000,000",Free,0,Everyone,Business,1-Aug-18,99.0.0.35.75,4.1
"IndiaMART: Search Products, Buy, Sell & Trade",BUSINESS,4.5,207372,11,"5,000,000",Free,0,Everyone,Business,2-Aug-18,12.2.4,4
ViettelPost express delivery,BUSINESS,4.4,1225,25,"100,000",Free,0,Everyone,Business,1-Aug-18,1.0.6.8,4.1
MyASUS - Service Center,BUSINESS,4.4,380837,7.3,"10,000,000",Free,0,Everyone,Business,4-Jul-18,3.4.5,4.2
Job Korea - Career Jobs,BUSINESS,4.3,10600,6.5,"1,000,000",Free,0,Everyone,Business,1-Aug-18,2.5.6,4
"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,4.4,74359,25,"1,000,000",Free,0,Everyone,Business,27-Jul-18,1.12.5,4
Myanmar 2D/3D,BUSINESS,4.6,822,3.1,"100,000",Free,0,Everyone,Business,8-Jun-18,1.5,4.0.3 
Quick PDF Scanner + OCR FREE,BUSINESS,4.2,80805,0,"5,000,000",Free,0,Everyone,Business,26-Feb-18,0,4.0.3 
sABN,BUSINESS,4.4,2287,1.5,"1,000,000",Free,0,Everyone,Business,26-Mar-18,4.9,2.2
ATI Cargoes and Transportation,BUSINESS,4.7,4162,7.5,"100,000",Free,0,Everyone,Business,24-Jul-18,0.9.4,4.0.3 
Secure Folder,BUSINESS,3.8,14760,8.6,"50,000,000",Free,0,Everyone,Business,31-Jan-18,1.1.07.6,7
UPS Mobile,BUSINESS,3.9,23243,0,"5,000,000",Free,0,Everyone,Business,25-Jun-18,0,0
Y! Mobile menu,BUSINESS,0,9,1.2,"100,000",Free,0,Everyone,Business,9-Apr-18,1.0.5,6
SignEasy | Sign and Fill PDF and other Documents,BUSINESS,4.3,8978,0,"1,000,000",Free,0,Everyone,Business,25-Jul-18,0,0
Quick PDF Scanner + OCR FREE,BUSINESS,4.2,80805,0,"5,000,000",Free,0,Everyone,Business,26-Feb-18,0,4.0.3 
Genius Scan - PDF Scanner,BUSINESS,4.4,42492,0,"1,000,000",Free,0,Everyone,Business,11-Jul-18,0,0
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39,"10,000,000",Free,0,Everyone,Business,30-May-17,1.2.6,3
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14,"10,000,000",Free,0,Everyone,Business,11-Jul-18,3.9.2,4.1
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19,"1,000,000",Free,0,Everyone,Business,2-Aug-18,3.4.49,4.1
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6.8,"100,000",Paid,$4.99 ,Everyone,Business,25-Mar-18,1.5.2,4
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39,"100,000",Paid,$4.99 ,Everyone,Business,11-Apr-17,3.4.6,3
Box,BUSINESS,4.2,159872,0,"10,000,000",Free,0,Everyone,Business,31-Jul-18,0,0
Zenefits,BUSINESS,4.2,296,14,"50,000",Free,0,Everyone,Business,15-Jun-18,3.2.1,4.1
Google Ads,BUSINESS,4.3,29313,20,"5,000,000",Free,0,Everyone,Business,30-Jul-18,1.12.0,4.0.3 
Google My Business,BUSINESS,4.4,70991,0,"5,000,000",Free,0,Everyone,Business,24-Jul-18,2.19.0.204537701,4.4
Slack,BUSINESS,4.4,51507,0,"5,000,000",Free,0,Everyone,Business,2-Aug-18,0,0
FreshBooks Classic,BUSINESS,4.1,1802,26,"100,000",Free,0,Everyone,Business,18-Apr-18,1.7.14,4.2
Insightly CRM,BUSINESS,3.8,1383,51,"100,000",Free,0,Everyone,Business,12-Jul-18,3.24.1,5
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41,"1,000,000",Free,0,Everyone,Business,13-Jul-18,18.7,4.1
HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20,"500,000",Free,0,Everyone,Business,3-Jul-18,3.19.005,4.1
Xero Accounting Software,BUSINESS,3.5,2111,0,"100,000",Free,0,Everyone,Business,30-Jul-18,0,0
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12,"500,000",Free,0,Everyone,Business,25-Jul-18,4.9.1,5
Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48,"500,000",Free,0,Everyone,Business,20-Jul-18,6.1.2,4.0.3 
Asana: organize team projects,BUSINESS,4.3,20815,10,"1,000,000",Free,0,Everyone,Business,26-Jul-18,6.4.4,5
Google Analytics,BUSINESS,4.5,78662,22,"1,000,000",Free,0,Everyone,Business,13-Feb-18,3.7.5,4.4
AdWords Express,BUSINESS,4.1,7149,11,"1,000,000",Free,0,Everyone,Business,31-Jul-18,2.6.158,4
Accounting App - Zoho Books,BUSINESS,4.5,3079,8.5,"100,000",Free,0,Everyone,Business,2-Aug-18,5.20.7,4.1
Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8.6,"100,000",Free,0,Everyone,Business,2-Aug-18,5.20.7,4.1
join.me - Simple Meetings,BUSINESS,4,6989,0,"1,000,000",Free,0,Everyone,Business,16-Jul-18,4.3.0.508,4.4
Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28,"1,000,000",Free,0,Everyone,Business,1-Aug-18,10.46.2,4.1
Cisco Webex Meetings,BUSINESS,4.4,108741,28,"10,000,000",Free,0,Everyone,Business,20-Jul-18,11.1.0,4.3
ZOOM Cloud Meetings,BUSINESS,4.4,31614,37,"10,000,000",Free,0,Everyone,Business,20-Jul-18,4.1.28165.0716,4
ScreenMeet. Easy Phone Meeting,BUSINESS,4,624,9,"100,000",Free,0,Everyone,Business,22-Mar-18,1.2.287,5
Cisco Webex Teams,BUSINESS,4.2,1661,46,"100,000",Free,0,Everyone,Business,2-Aug-18,3.0.4651,4.4
Microsoft Remote Desktop,BUSINESS,4.2,97702,0,"5,000,000",Free,0,Everyone,Business,11-Jul-18,0,0
Start Meeting,BUSINESS,4.1,308,14,"50,000",Free,0,Everyone,Business,29-May-18,3.1.4.0,4.0.3 
join.me - Simple Meetings,BUSINESS,4,6989,0,"1,000,000",Free,0,Everyone,Business,16-Jul-18,4.3.0.508,4.4
ClickMeeting Webinars,BUSINESS,3.8,5211,26,"1,000,000",Free,0,Everyone,Business,30-Jul-18,3.3.0,4
BlueJeans for Android,BUSINESS,3.9,1058,23,"500,000",Free,0,Everyone,Business,29-Jun-18,2.22.397,5
Skype for Business for Android,BUSINESS,3.9,78172,0,"10,000,000",Free,0,Everyone,Business,2-Aug-18,0,0
Box,BUSINESS,4.2,159872,0,"10,000,000",Free,0,Everyone,Business,31-Jul-18,0,0
Zenefits,BUSINESS,4.2,296,14,"50,000",Free,0,Everyone,Business,15-Jun-18,3.2.1,4.1
Google Ads,BUSINESS,4.3,29313,20,"5,000,000",Free,0,Everyone,Business,30-Jul-18,1.12.0,4.0.3 
Google My Business,BUSINESS,4.4,70991,0,"5,000,000",Free,0,Everyone,Business,24-Jul-18,2.19.0.204537701,4.4
Slack,BUSINESS,4.4,51507,0,"5,000,000",Free,0,Everyone,Business,2-Aug-18,0,0
FreshBooks Classic,BUSINESS,4.1,1802,26,"100,000",Free,0,Everyone,Business,18-Apr-18,1.7.14,4.2
Insightly CRM,BUSINESS,3.8,1383,51,"100,000",Free,0,Everyone,Business,12-Jul-18,3.24.1,5
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41,"1,000,000",Free,0,Everyone,Business,13-Jul-18,18.7,4.1
HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20,"500,000",Free,0,Everyone,Business,3-Jul-18,3.19.005,4.1
Xero Accounting Software,BUSINESS,3.5,2111,0,"100,000",Free,0,Everyone,Business,30-Jul-18,0,0
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12,"500,000",Free,0,Everyone,Business,25-Jul-18,4.9.1,5
Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48,"500,000",Free,0,Everyone,Business,20-Jul-18,6.1.2,4.0.3 
Asana: organize team projects,BUSINESS,4.3,20815,10,"1,000,000",Free,0,Everyone,Business,26-Jul-18,6.4.4,5
Google Analytics,BUSINESS,4.5,78662,22,"1,000,000",Free,0,Everyone,Business,13-Feb-18,3.7.5,4.4
AdWords Express,BUSINESS,4.1,7149,11,"1,000,000",Free,0,Everyone,Business,31-Jul-18,2.6.158,4
Accounting App - Zoho Books,BUSINESS,4.5,3079,8.5,"100,000",Free,0,Everyone,Business,2-Aug-18,5.20.7,4.1
Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8.6,"100,000",Free,0,Everyone,Business,2-Aug-18,5.20.7,4.1
join.me - Simple Meetings,BUSINESS,4,6989,0,"1,000,000",Free,0,Everyone,Business,16-Jul-18,4.3.0.508,4.4
Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28,"1,000,000",Free,0,Everyone,Business,1-Aug-18,10.46.2,4.1
SignEasy | Sign and Fill PDF and other Documents,BUSINESS,4.3,8978,0,"1,000,000",Free,0,Everyone,Business,25-Jul-18,0,0
Quick PDF Scanner + OCR FREE,BUSINESS,4.2,80804,0,"5,000,000",Free,0,Everyone,Business,26-Feb-18,0,4.0.3 
Genius Scan - PDF Scanner,BUSINESS,4.4,42492,0,"1,000,000",Free,0,Everyone,Business,11-Jul-18,0,0
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39,"10,000,000",Free,0,Everyone,Business,30-May-17,1.2.6,3
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14,"10,000,000",Free,0,Everyone,Business,11-Jul-18,3.9.2,4.1
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19,"1,000,000",Free,0,Everyone,Business,2-Aug-18,3.4.49,4.1
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6.8,"100,000",Paid,$4.99 ,Everyone,Business,25-Mar-18,1.5.2,4
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39,"100,000",Paid,$4.99 ,Everyone,Business,11-Apr-17,3.4.6,3
Docs To Go™ Free Office Suite,BUSINESS,4.1,217730,0,"50,000,000",Free,0,Everyone,Business,2-Apr-18,0,0
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002859,35,"100,000,000",Free,0,Everyone,Business,2-Aug-18,9.7.14188,4.1
Slack,BUSINESS,4.4,51510,0,"5,000,000",Free,0,Everyone,Business,2-Aug-18,0,0
Verify - Receipts & Expenses,BUSINESS,4.5,413,29,"10,000",Free,0,Everyone,Business,25-Jul-18,2.0.19,5
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41,"1,000,000",Free,0,Everyone,Business,13-Jul-18,18.7,4.1
LINE WEBTOON - Free Comics,COMICS,4.5,1013635,0,"10,000,000",Free,0,Teen,Comics,31-Jul-18,0,0
Manga Master - Best manga & comic reader,COMICS,4.6,24005,4.9,"500,000",Free,0,Adults only 18+,Comics,4-Jul-18,1.1.7.0,4.1
GANMA! - All original stories free of charge for all original comics,COMICS,4.7,57106,27,"1,000,000",Free,0,Teen,Comics,23-Jul-18,2.11.3,4.1
Röhrich Werner Soundboard,COMICS,4.7,2249,32,"500,000",Free,0,Everyone,Comics,16-Nov-17,1.08,4.0.3 
Unicorn Pokez - Color By Number,COMICS,4.8,516,12,"50,000",Free,0,Everyone,Comics;Creativity,3-Aug-18,1.0.6,4.4
MangaToon - Comics updated Daily,COMICS,3.9,834,15,"50,000",Free,0,Mature 17+,Comics,1-Aug-18,1.0.8,4.1
Manga Net – Best Online Manga Reader,COMICS,4.1,1010,11,"50,000",Free,0,Mature 17+,Comics,7-Jul-18,1.5,4.1
Manga Rock - Best Manga Reader,COMICS,4.4,238970,28,"1,000,000",Free,0,Teen,Comics,9-Jul-18,3.4.3_world,5
Manga - read Thai translation,COMICS,4.6,302,2.2,"10,000",Free,0,Teen,Comics,3-Jul-18,1,4
The Vietnam Story - Fun Stories,COMICS,4.5,438,3.4,"10,000",Free,0,Everyone,Comics,27-Dec-17,1,2.3
Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73,8.3,"10,000",Free,0,Everyone,Comics,23-Jul-18,1.9,4.0.3 
Funny Jokes Photos,COMICS,4.4,39,4.3,"10,000",Free,0,Everyone 10+,Comics,3-Jul-18,1.1,4.2
Truyện Vui Tý Quậy,COMICS,4.5,144,4.7,"10,000",Free,0,Everyone,Comics,19-Jul-18,3,4.0.3 
Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3.9,2181,10,"100,000",Free,0,Teen,Comics,5-Mar-18,1.2.12,4.0.3 
comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,93965,15,"5,000,000",Free,0,Teen,Comics,3-Jul-18,6.3.0,4.0.3 
Daily Manga - Comic & Webtoon,COMICS,3.2,1446,7.1,"100,000",Free,0,Mature 17+,Comics,18-May-18,1,4.0.3 
"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088,21,"1,000,000",Free,0,Mature 17+,Comics,6-Jul-18,2.3.1,4.0.3 
Emmanuella Funny Videos 2018,COMICS,4.5,314,6.1,"100,000",Free,0,Everyone,Comics,23-May-18,3.1.0,4.1
DC Comics,COMICS,4.2,25671,0,"1,000,000",Free,0,Teen,Comics,5-Jun-18,0,0
Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15,"1,000,000",Free,0,Teen,Comics,19-Jul-18,4.7.3,4.2
Marvel Unlimited,COMICS,3.7,22551,11,"1,000,000",Free,0,Teen,Comics,24-Jul-18,3.16.0,4.4
"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839,29,"1,000,000",Free,0,Teen,Comics,31-Jul-18,4.1.0,4.4
Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279,3.3,"100,000",Free,0,Everyone,Comics,18-Dec-17,1.6,4
Narrator's Voice,COMICS,4.5,564387,0,"5,000,000",Free,0,Everyone,Comics,5-Jul-18,0,0
【Ranobbe complete free】 Novelba - Free app that you can read and write novels,COMICS,0,1330,22,"50,000",Free,0,Everyone,Comics,3-Jul-18,6.1.1,4.2
Faustop Sounds,COMICS,4.7,1677,40,"100,000",Free,0,Everyone,Comics,26-May-18,1.7.7,4.1
Manga Mania - Best online manga reader,COMICS,4.4,757,10,"10,000",Free,0,Teen,Comics,24-May-18,1,4.1
Manga AZ - Manga Comic Reader,COMICS,3.3,125,4.7,"5,000",Free,0,Teen,Comics,24-Jul-18,1.0.4,4.0.3 
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,38,"500,000",Free,0,Everyone 10+,Comics,31-Jul-18,4.3.0,4.1
pixiv comic - everyone's manga app,COMICS,4.4,18814,0,"1,000,000",Free,0,Mature 17+,Comics,30-Jul-18,0,0
Funny Jokes and Stories 2018,COMICS,4.2,21,6.7,"5,000",Free,0,Everyone,Comics,31-Mar-18,1.3,4
Hojiboy Tojiboyev Life Hacks,COMICS,5,15,37,"1,000",Free,0,Everyone,Comics,26-Jun-18,2,4.0.3 
Perfect Viewer,COMICS,4.4,51981,0,"5,000,000",Free,0,Everyone,Comics,1-Aug-18,4.2.0.2,2.3
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,7.8,"10,000",Free,0,Teen,Comics,16-Jun-18,1.01,4.0.3 
think Comics,COMICS,4.4,1006,19,"50,000",Free,0,Everyone,Comics,3-Aug-18,2.3.3,4.0.3 
Memes Button,COMICS,4.4,5968,5.7,"1,000,000",Free,0,Everyone,Comics,28-May-18,1.4,4
"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,35,"100,000",Free,0,Everyone,Comics,2-Aug-18,2.4.25,4.4
Messenger – Text and Video Chat for Free,COMMUNICATION,4,56642847,0,"1,000,000,000",Free,0,Everyone,Communication,1-Aug-18,0,0
WhatsApp Messenger,COMMUNICATION,4.4,69119316,0,"1,000,000,000",Free,0,Everyone,Communication,3-Aug-18,0,0
Messenger for SMS,COMMUNICATION,4.3,125257,17,"10,000,000",Free,0,Teen,Communication,6-Jun-18,1.8.9,4.1
Google Chrome: Fast & Secure,COMMUNICATION,4.3,9642995,0,"1,000,000,000",Free,0,Everyone,Communication,1-Aug-18,0,0
Messenger Lite: Free Calls & Messages,COMMUNICATION,4.4,1429035,0,"100,000,000",Free,0,Everyone,Communication,25-Jul-18,37.0.0.7.163,2.3
Gmail,COMMUNICATION,4.3,4604324,0,"1,000,000,000",Free,0,Everyone,Communication,2-Aug-18,0,0
Hangouts,COMMUNICATION,4,3419249,0,"1,000,000,000",Free,0,Everyone,Communication,21-Jul-18,0,0
Viber Messenger,COMMUNICATION,4.3,11334799,0,"500,000,000",Free,0,Everyone,Communication,18-Jul-18,0,0
My Tele2,COMMUNICATION,4.3,158679,8.8,"5,000,000",Free,0,Everyone,Communication,3-Aug-18,2.4.1,4.4
Firefox Browser fast & private,COMMUNICATION,4.4,3075028,0,"100,000,000",Free,0,Everyone,Communication,10-Jul-18,0,0
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,16,"100,000,000",Free,0,Everyone,Communication,18-Jul-18,5.29.3,4.4
imo beta free calls and text,COMMUNICATION,4.3,659395,11,"100,000,000",Free,0,Everyone,Communication,7-Jun-18,9.8.000000010492,4
imo free video calls and chat,COMMUNICATION,4.3,4785892,11,"500,000,000",Free,0,Everyone,Communication,8-Jun-18,9.8.000000010501,4
Contacts,COMMUNICATION,4.3,66602,0,"50,000,000",Free,0,Everyone,Communication,26-Jun-18,2.8.4.201036949,5
Call Free – Free Call,COMMUNICATION,4.3,30209,15,"5,000,000",Free,0,Everyone,Communication,28-Jul-18,1.3.4,4.1
Web Browser & Explorer,COMMUNICATION,4,36901,6.6,"5,000,000",Free,0,Everyone,Communication,4-Jul-18,11.8.6,4.0.3 - 7.1.1
Opera Mini - fast web browser,COMMUNICATION,4.5,5149854,0,"100,000,000",Free,0,Everyone,Communication,19-Jul-18,0,0
Browser 4G,COMMUNICATION,4.3,192948,6.6,"10,000,000",Free,0,Everyone,Communication,19-Jun-18,24.6.6,4.0.3 - 7.1.1
MegaFon Dashboard,COMMUNICATION,3.7,99559,0,"10,000,000",Free,0,Everyone,Communication,30-Jul-18,0,0
ZenUI Dialer & Contacts,COMMUNICATION,4.5,437674,0,"10,000,000",Free,0,Everyone,Communication,1-Aug-18,0,0
Cricket Visual Voicemail,COMMUNICATION,3.9,13698,5.1,"10,000,000",Free,0,Everyone,Communication,2-Jul-18,3.2.0.100171,4.1
Opera Browser: Fast and Secure,COMMUNICATION,4.4,2473509,0,"100,000,000",Free,0,Everyone,Communication,31-Jul-18,47.1.2249.129326,0
TracFone My Account,COMMUNICATION,3.6,20769,18,"1,000,000",Free,0,Everyone,Communication,11-Jul-18,R6.0.3,4.1
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,4,"1,000,000",Free,0,Everyone,Communication,6-Jul-18,5.2,5
Google Voice,COMMUNICATION,4.2,171031,0,"10,000,000",Free,0,Everyone,Communication,3-Aug-18,0,0
Chrome Dev,COMMUNICATION,4.4,63543,0,"5,000,000",Free,0,Everyone,Communication,2-Aug-18,69.0.3497.24,0
Xperia Link™,COMMUNICATION,4.1,45487,0,"10,000,000",Free,0,Everyone,Communication,27-Oct-16,0,0
TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,615381,37,"10,000,000",Free,0,Mature 17+,Communication,2-Aug-18,6.7.9.1,4.0.3 
Who,COMMUNICATION,4.3,2451083,0,"100,000,000",Free,0,Teen,Communication,3-Aug-18,0,0
Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053,22,"5,000,000",Free,0,Everyone,Communication,31-Jul-18,1.60.0.31354-release,4.0.3 
WeChat,COMMUNICATION,4.2,5387333,0,"100,000,000",Free,0,Everyone,Communication,31-Jul-18,0,0
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648120,3.3,"100,000,000",Free,0,Teen,Communication,18-Jul-18,11.4.0,4
WhatsApp Business,COMMUNICATION,4.4,136662,32,"10,000,000",Free,0,Everyone,Communication,30-Jul-18,2.18.116,4.0.3 
My magenta,COMMUNICATION,3.9,42370,37,"1,000,000",Free,0,Everyone,Communication,25-Jun-18,7.5.1,5
Android Messages,COMMUNICATION,4.2,781810,0,"100,000,000",Free,0,Everyone,Communication,1-Aug-18,0,0
Telegram,COMMUNICATION,4.4,3128250,0,"100,000,000",Free,0,Mature 17+,Communication,27-Jul-18,0,0
Google Duo - High Quality Video Calls,COMMUNICATION,4.6,2083237,0,"500,000,000",Free,0,Everyone,Communication,31-Jul-18,37.1.206017801.DR37_RC14,4.4
Puffin Web Browser,COMMUNICATION,4.3,541389,0,"10,000,000",Free,0,Everyone,Communication,9-Jul-18,7.5.3.20547,4.1
Seznam.cz,COMMUNICATION,4.3,46702,0,"1,000,000",Free,0,Everyone,Communication,4-Jul-18,0,0
Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17,"100,000",Free,0,Everyone,Communication,16-Jul-18,2.1,4.1
AT&T Visual Voicemail,COMMUNICATION,3.7,13761,0,"10,000,000",Free,0,Everyone,Communication,27-Jun-18,0,0
GMX Mail,COMMUNICATION,4.3,258556,0,"10,000,000",Free,0,Everyone,Communication,25-Jul-18,0,0
Omlet Chat,COMMUNICATION,3.9,40751,35,"10,000,000",Free,0,Teen,Communication,4-Nov-16,2.2.7600,4.0.3 
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17712922,40,"500,000,000",Free,0,Teen,Communication,2-Aug-18,12.8.5.1121,4
My Vodacom SA,COMMUNICATION,3.7,25021,61,"5,000,000",Free,0,Everyone,Communication,26-Jun-18,9.9.0,4.3
Microsoft Edge,COMMUNICATION,4.3,27187,66,"5,000,000",Free,0,Everyone,Communication,28-Jul-18,42.0.0.2059,4.4
WhatsApp Messenger,COMMUNICATION,4.4,69119316,0,"1,000,000,000",Free,0,Everyone,Communication,3-Aug-18,0,0
Messenger – Text and Video Chat for Free,COMMUNICATION,4,56646578,0,"1,000,000,000",Free,0,Everyone,Communication,1-Aug-18,0,0
imo free video calls and chat,COMMUNICATION,4.3,4785988,11,"500,000,000",Free,0,Everyone,Communication,8-Jun-18,9.8.000000010501,4
Viber Messenger,COMMUNICATION,4.3,11334973,0,"500,000,000",Free,0,Everyone,Communication,18-Jul-18,0,0
Hangouts,COMMUNICATION,4,3419433,0,"1,000,000,000",Free,0,Everyone,Communication,21-Jul-18,0,0
"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25,"10,000,000",Free,0,Everyone,Communication,18-Jul-18,6.1,4.2
Calls & Text by Mo+,COMMUNICATION,4.2,83239,14,"5,000,000",Free,0,Everyone,Communication,19-Apr-18,3.0.4,4
free video calls and chat,COMMUNICATION,4.2,594728,0,"50,000,000",Free,0,Everyone,Communication,19-Jul-18,7.3(800241),4.4
WeChat,COMMUNICATION,4.2,5387446,0,"100,000,000",Free,0,Everyone,Communication,31-Jul-18,0,0
Skype - free IM & video calls,COMMUNICATION,4.1,10484169,0,"1,000,000,000",Free,0,Everyone,Communication,3-Aug-18,0,0
Telegram,COMMUNICATION,4.4,3128509,0,"100,000,000",Free,0,Mature 17+,Communication,27-Jul-18,0,0
Who,COMMUNICATION,4.3,2451093,0,"100,000,000",Free,0,Teen,Communication,3-Aug-18,0,0
